ID_EVALUACION,CODIGO_AUDITOR,COD_PROY,Fecha de ejecucion,RESULTADO,TITULO_CUESTIONARIO
1958630,31936,0010_002,05/02/2014,"0,8413",Check Ca�as y Tapas BARRA Esp (0114)
1958631,33856,0010_002,11/02/2014,"0,9906",Check Ca�as y Tapas SALA Esp (0114)
1958632,30122,0010_002,07/02/2014,"0,9403",Check Ca�as y Tapas SALA Esp (0114)
1958633,29436,0010_002,17/02/2014,"0,8966",Check Ca�as y Tapas BARRA Esp (0114)
1958634,34134,0010_002,06/02/2014,1,Check Ca�as y Tapas BARRA Esp (0114)
1958635,2645,0010_002,13/02/2014,"0,8636",Check Ca�as y Tapas SALA Esp (0114)
1958636,31389,0010_002,06/02/2014,"0,9077",Check Ca�as y Tapas SALA Esp (0114)
1958637,31936,0010_002,12/02/2014,"0,7105",Check Ca�as y Tapas BARRA Esp (0114)
1958638,33575,0010_002,07/02/2014,"0,9321",Check Ca�as y Tapas SALA Esp (0114)
1958639,2645,0010_002,12/02/2014,"0,7097",Check Ca�as y Tapas BARRA Esp (0114)
1958640,524,0010_002,01/02/2014,"0,8333",Check Ca�as y Tapas SALA Esp (0114)
1958641,33234,0010_002,16/02/2014,"0,871",Check Ca�as y Tapas BARRA Esp (0114)
1958642,32099,0010_005,08/02/2014,1,Cuestionario Burger King Zena (0114)
1958643,32583,0010_003,13/02/2014,"0,7073",Check iL Tempietto (0114)
1958644,31924,0010_003,03/02/2014,1,Check iL Tempietto (0114)
1958645,30722,0010_003,14/02/2014,"0,9756",Check iL Tempietto (0114)
1958646,34194,0010_005,18/02/2014,1,Cuestionario Burger King Zena (0114)
1958647,29710,0010_001,14/02/2014,"0,858",Cuestionario Foster's Hollywood (Ene_14)
1958648,34171,0010_001,12/02/2014,"0,916",Cuestionario Foster's Hollywood (Ene_14)
1958649,33147,0010_001,14/02/2014,"0,903",Cuestionario Foster's Hollywood (Ene_14)
1958650,30722,0010_001,06/02/2014,1,Cuestionario Foster's Hollywood (Ene_14)
1958651,32903,0010_001,14/02/2014,1,Cuestionario Foster's Hollywood (Ene_14)
1958653,33991,0010_001,07/02/2014,"0,865",Cuestionario Foster's Hollywood (Ene_14)
1958654,32099,0010_001,13/02/2014,"0,843",Cuestionario Foster's Hollywood (Ene_14)
1958655,33427,0010_001,01/02/2014,"0,962",Cuestionario Foster's Hollywood (Ene_14)
1958656,33550,0010_001,10/02/2014,"0,909",Cuestionario Foster's Hollywood (Ene_14)
1958657,32002,0010_001,08/02/2014,"0,851",Cuestionario Foster's Hollywood (Ene_14)
1958658,32002,0010_001,02/02/2014,"0,949",Cuestionario Foster's Hollywood (Ene_14)
1958659,29384,0010_001,10/02/2014,"0,883",Cuestionario Foster's Hollywood (Ene_14)
1958660,34019,0010_001,08/02/2014,"0,911",Cuestionario Foster's Hollywood (Ene_14)
1958661,2940,0010_001,17/02/2014,"0,877",Cuestionario Foster's Hollywood (Ene_14)
1958662,32669,0010_001,15/02/2014,"0,877",Cuestionario Foster's Hollywood (Ene_14)
1958663,33042,0010_001,02/02/2014,"0,911",Cuestionario Foster's Hollywood (Ene_14)
1958664,34096,0010_001,15/02/2014,"0,703",Cuestionario Foster's Hollywood (Ene_14)
1958665,31924,0010_001,10/02/2014,1,Cuestionario Foster's Hollywood (Ene_14)
1958666,33238,0010_001,09/02/2014,1,Cuestionario Foster's Hollywood (Ene_14)
1958667,32099,0010_001,10/02/2014,"0,922",Cuestionario Foster's Hollywood (Ene_14)
1958669,30691,0010_001,01/02/2014,"0,663",Cuestionario Foster's Hollywood (Ene_14)
1958670,33330,0010_001,01/02/2014,"0,857",Cuestionario Foster's Hollywood (Ene_14)
1958671,31924,0010_001,13/02/2014,"0,975",Cuestionario Foster's Hollywood (Ene_14)
1958672,2940,0010_001,16/02/2014,"0,962",Cuestionario Foster's Hollywood (Ene_14)
1958673,32903,0010_001,08/02/2014,1,Cuestionario Foster's Hollywood (Ene_14)
1958674,33510,0010_001,11/02/2014,1,Cuestionario Foster's Hollywood (Ene_14)
1958675,31285,0010_001,09/02/2014,"0,944",Cuestionario Foster's Hollywood (Ene_14)
1958676,33550,0010_001,11/02/2014,"0,948",Cuestionario Foster's Hollywood (Ene_14)
1958677,30722,0010_001,09/02/2014,1,Cuestionario Foster's Hollywood (Ene_14)
1958678,29710,0010_001,15/02/2014,1,Cuestionario Foster's Hollywood (Ene_14)
1958679,32215,0010_001,14/02/2014,"0,822",Cuestionario Foster's Hollywood (Ene_14)
1958680,32368,0010_001,06/02/2014,"0,66",Cuestionario Foster's Hollywood (Ene_14)
1958681,32215,0132_1,01/02/2014,"0,7374",Cuestionario Cinesa
1958682,32777,0010_001,13/02/2014,"0,862",Cuestionario Foster's Hollywood (Ene_14)
1958683,31413,0010_005,15/02/2014,"0,7",Cuestionario Burger King Zena (0114)
1958684,33940,0010_005,17/02/2014,1,Cuestionario Burger King Zena (0114)
1958685,32709,0132_1,09/02/2014,"0,8532",Cuestionario Cinesa
1958686,32777,0132_1,02/02/2014,"0,8679",Cuestionario Cinesa
1958687,34196,0132_1,08/02/2014,"0,9352",Cuestionario Cinesa
1958688,34196,0010_005,16/02/2014,"0,45",Cuestionario Burger King Zena (0114)
1958691,33568,0143_004,05/02/2014,"0,7382",Bocatta Mystery
1958692,31879,0143_004,10/02/2014,"0,9581",Bocatta Mystery
1958706,32801,0010_001,10/02/2014,"0,974",Cuestionario Foster's Hollywood (Ene_14)
1958707,32801,0010_001,11/02/2014,"0,935",Cuestionario Foster's Hollywood (Ene_14)
1958708,33063,0010_001,11/02/2014,"0,942",Cuestionario Foster's Hollywood (Ene_14)
1958709,33589,0010_001,13/02/2014,"0,673",Cuestionario Foster's Hollywood (Ene_14)
1958710,34105,0010_001,05/02/2014,"0,675",Cuestionario Foster's Hollywood (Ene_14)
1958711,98,0010_001,09/02/2014,"0,475",Cuestionario Foster's Hollywood (Ene_14)
1958712,33063,0010_001,16/02/2014,"0,75",Cuestionario Foster's Hollywood (Ene_14)
1958713,33564,0010_001,14/02/2014,"0,772",Cuestionario Foster's Hollywood (Ene_14)
1958714,29381,0010_001,09/02/2014,1,Cuestionario Foster's Hollywood (Ene_14)
1958715,33568,0010_001,01/02/2014,"0,811",Cuestionario Foster's Hollywood (Ene_14)
1958716,2717,0010_001,15/02/2014,1,Cuestionario Foster's Hollywood (Ene_14)
1958717,32332,0010_001,02/02/2014,"0,398",Cuestionario Foster's Hollywood (Ene_14)
1958718,33085,0010_001,09/02/2014,"0,929",Cuestionario Foster's Hollywood (Ene_14)
1958719,32822,0010_007,14/02/2014,1,Cuestionario Foster's Home Delivery (0114)
1958720,31903,0010_007,08/02/2014,"0,836",Cuestionario Foster's Home Delivery (0114)
1958721,33568,0132_1,08/02/2014,"0,799",Cuestionario Cinesa
1958722,2717,0132_1,09/02/2014,"0,9452",Cuestionario Cinesa
1958723,32923,0132_1,08/02/2014,"0,8635",Cuestionario Cinesa
1958724,98,0132_1,09/02/2014,"0,7345",Cuestionario Cinesa
1958725,32158,0132_1,08/02/2014,"0,9595",Cuestionario Cinesa
1958726,333,0132_1,01/02/2014,"0,9162",Cuestionario Cinesa
1958727,33568,0132_1,01/02/2014,"0,8209",Cuestionario Cinesa
1958728,2742,0132_1,09/02/2014,"0,7401",Cuestionario Cinesa
1958732,34072,0010_005,12/02/2014,"0,76",Cuestionario Burger King Zena (0114)
1958734,33460,0010_005,11/02/2014,1,Cuestionario Burger King Zena (0114)
1958735,29590,0010_005,08/02/2014,"0,93",Cuestionario Burger King Zena (0114)
1958736,29590,0010_005,09/02/2014,1,Cuestionario Burger King Zena (0114)
1958737,31136,0010_005,12/02/2014,1,Cuestionario Burger King Zena (0114)
1958740,32612,0383_001,14/02/2014,1,Check_Muebles Boom
1958741,33245,0383_001,11/02/2014,"0,9417",Check_Muebles Boom
1958742,33681,0383_001,12/02/2014,"0,9318",Check_Muebles Boom
1958743,30238,0383_001,10/02/2014,"0,868",Check_Muebles Boom
1958744,2620,0383_001,15/02/2014,1,Check_Muebles Boom
1958745,33673,0383_001,13/02/2014,"0,7795",Check_Muebles Boom
1958746,31459,0383_001,10/02/2014,"0,8804",Check_Muebles Boom
1958747,33013,0383_001,10/02/2014,"0,8378",Check_Muebles Boom
1958749,1120,0383_001,12/02/2014,"0,8097",Check_Muebles Boom
1958750,33763,0383_001,14/02/2014,1,Check_Muebles Boom
1958751,33542,0383_001,15/02/2014,"0,978",Check_Muebles Boom
1958752,31098,0383_001,15/02/2014,"0,3279",Check_Muebles Boom
1958756,31366,0261_001,31/01/2014,"0,9572",Servei de Fotografia
1958757,31366,0261_001,31/01/2014,1,Lavabos
1958759,31366,0261_001,31/01/2014,"0,8779",Restaurants encant i comfort
1958760,31366,0261_001,30/01/2014,"0,9556",Xirixucas Cafeteries
1958761,2482,0010_001,15/02/2014,"0,691",Cuestionario Foster's Hollywood (Ene_14)
1958762,31336,0010_001,08/02/2014,"0,62",Cuestionario Foster's Hollywood (Ene_14)
1958763,31848,0010_001,12/02/2014,"0,686",Cuestionario Foster's Hollywood (Ene_14)
1958764,73,0010_001,05/02/2014,"0,942",Cuestionario Foster's Hollywood (Ene_14)
1958765,32476,0010_001,14/02/2014,"0,723",Cuestionario Foster's Hollywood (Ene_14)
1958767,33448,0010_001,14/02/2014,"0,721",Cuestionario Foster's Hollywood (Ene_14)
1958768,2423,0010_001,07/02/2014,"0,503",Cuestionario Foster's Hollywood (Ene_14)
1958769,33836,0010_001,15/02/2014,1,Cuestionario Foster's Hollywood (Ene_14)
1958770,33611,0010_001,04/02/2014,"0,942",Cuestionario Foster's Hollywood (Ene_14)
1958771,R29994,0198_001,03/02/2014,"0,8471",DIA LA SELVA C.P.
1958772,R29530,0198_001,03/02/2014,"0,8143",DIA LA SELVA C.P.
1958773,R29502,0198_001,07/02/2014,"0,8043",DIA LA SELVA C.P.
1958774,R29994,0198_001,03/02/2014,"0,8457",DIA LA SELVA C.P.
1958775,33612,0010_001,09/02/2014,"0,987",Cuestionario Foster's Hollywood (Ene_14)
1958776,31082,0383_001,10/02/2014,1,Check_Muebles Boom
1958777,2472,0010_001,07/02/2014,1,Cuestionario Foster's Hollywood (Ene_14)
1958778,34016,0010_001,15/02/2014,"0,701",Cuestionario Foster's Hollywood (Ene_14)
1958779,34053,0383_001,05/02/2014,"0,7505",Check_Muebles Boom
1958780,30472,0010_001,02/02/2014,"0,614",Cuestionario Foster's Hollywood (Ene_14)
1958781,31274,0010_001,05/02/2014,"0,712",Cuestionario Foster's Hollywood (Ene_14)
1958782,33638,0010_001,14/02/2014,"0,852",Cuestionario Foster's Hollywood (Ene_14)
1958783,33006,0010_001,05/02/2014,"0,764",Cuestionario Foster's Hollywood (Ene_14)
1958784,34122,0010_001,12/02/2014,1,Cuestionario Foster's Hollywood (Ene_14)
1958785,33627,0010_001,07/02/2014,"0,829",Cuestionario Foster's Hollywood (Ene_14)
1958786,31768,0010_001,10/02/2014,"0,818",Cuestionario Foster's Hollywood (Ene_14)
1958787,66,0010_001,15/02/2014,1,Cuestionario Foster's Hollywood (Ene_14)
1958788,33728,0010_001,09/02/2014,"0,728",Cuestionario Foster's Hollywood (Ene_14)
1958789,R00004,0383_001,19/02/2014,"0,692",Check_Muebles Boom
1958790,29253,0383_001,10/02/2014,"0,8788",Check_Muebles Boom
1958791,31767,0010_001,15/02/2014,"0,604",Cuestionario Foster's Hollywood (Ene_14)
1958793,2902,0383_001,05/02/2014,"0,9538",Check_Muebles Boom
1958794,32114,0383_001,07/02/2014,"0,4525",Check_Muebles Boom
1958795,33558,0132_1,08/02/2014,"0,9595",Cuestionario Cinesa
1958796,29407,0132_1,08/02/2014,"0,7614",Cuestionario Cinesa
1958797,33638,0010_001,04/02/2014,"0,825",Cuestionario Foster's Hollywood (Ene_14)
1958798,30445,0010_001,12/02/2014,"0,987",Cuestionario Foster's Hollywood (Ene_14)
1958799,32478,0010_001,12/02/2014,"0,831",Cuestionario Foster's Hollywood (Ene_14)
1958800,30199,0010_001,21/02/2014,"0,941",Cuestionario Foster's Hollywood (Ene_14)
1958801,33562,0010_001,09/02/2014,"0,918",Cuestionario Foster's Hollywood (Ene_14)
1958802,31266,0010_001,16/02/2014,"0,994",Cuestionario Foster's Hollywood (Ene_14)
1958803,32973,0010_001,10/02/2014,"0,955",Cuestionario Foster's Hollywood (Ene_14)
1958806,R00050,0200_001,03/02/2014,"0,93",DIA SAN ANTONIO CALIDAD
1958807,R29502,0200_001,03/02/2014,"0,8625",DIA SAN ANTONIO CALIDAD
1958808,R29502,0200_001,03/02/2014,"0,91",DIA SAN ANTONIO CALIDAD
1958809,R00050,0200_001,03/02/2014,"0,9043",DIA SAN ANTONIO CALIDAD
1958810,33319,0010_014,16/02/2014,1,BK_Autoking Zena (0114)
1958811,2645,0010_014,11/02/2014,"0,85",BK_Autoking Zena (0114)
1958812,2583,0010_014,16/02/2014,"0,7",BK_Autoking Zena (0114)
1958813,33575,0010_014,09/02/2014,"0,85",BK_Autoking Zena (0114)
1958814,29109,0010_014,05/02/2014,1,BK_Autoking Zena (0114)
1958815,2359,0010_014,16/02/2014,"0,6",BK_Autoking Zena (0114)
1958816,31936,0010_014,10/02/2014,1,BK_Autoking Zena (0114)
1958817,32549,0010_014,13/02/2014,"0,7",BK_Autoking Zena (0114)
1958818,30105,0010_014,03/02/2014,"0,85",BK_Autoking Zena (0114)
1958819,31328,0010_014,04/02/2014,"0,7",BK_Autoking Zena (0114)
1958820,30888,0010_014,09/02/2014,"0,85",BK_Autoking Zena (0114)
1958821,2359,0010_007,14/02/2014,"0,867",Cuestionario Foster's Home Delivery (0114)
1958822,33014,0010_007,07/02/2014,"0,798",Cuestionario Foster's Home Delivery (0114)
1958823,2485,0010_007,08/02/2014,"0,914",Cuestionario Foster's Home Delivery (0114)
1958825,2581,0010_007,14/02/2014,"0,922",Cuestionario Foster's Home Delivery (0114)
1958827,33422,0010_007,16/02/2014,"0,829",Cuestionario Foster's Home Delivery (0114)
1958828,3644,0010_007,07/02/2014,"0,984",Cuestionario Foster's Home Delivery (0114)
1958829,32657,0010_007,16/02/2014,"0,927",Cuestionario Foster's Home Delivery (0114)
1958831,31562,0010_007,07/02/2014,"0,952",Cuestionario Foster's Home Delivery (0114)
1958832,30118,0010_007,16/02/2014,"0,902",Cuestionario Foster's Home Delivery (0114)
1958833,32134,0010_007,15/02/2014,"0,597",Cuestionario Foster's Home Delivery (0114)
1958837,32098,0010_007,14/02/2014,"0,905",Cuestionario Foster's Home Delivery (0114)
1958838,33289,0010_007,07/02/2014,"0,839",Cuestionario Foster's Home Delivery (0114)
1958841,32831,0010_007,07/02/2014,"0,984",Cuestionario Foster's Home Delivery (0114)
1958842,28,0010_007,15/02/2014,"0,882",Cuestionario Foster's Home Delivery (0114)
1958843,29935,0010_007,07/02/2014,"0,935",Cuestionario Foster's Home Delivery (0114)
1958844,29109,0010_007,07/02/2014,"0,952",Cuestionario Foster's Home Delivery (0114)
1958847,34186,0010_007,01/02/2014,"0,968",Cuestionario Foster's Home Delivery (0114)
1958848,2337,0010_007,07/02/2014,"0,952",Cuestionario Foster's Home Delivery (0114)
1958849,32875,0010_007,08/02/2014,"0,984",Cuestionario Foster's Home Delivery (0114)
1958850,34136,0010_007,08/02/2014,"0,929",Cuestionario Foster's Home Delivery (0114)
1958852,33888,0010_007,21/02/2014,"0,952",Cuestionario Foster's Home Delivery (0114)
1958853,31595,0010_007,14/02/2014,1,Cuestionario Foster's Home Delivery (0114)
1958854,33470,0010_007,16/02/2014,"0,903",Cuestionario Foster's Home Delivery (0114)
1958856,33233,0010_007,09/02/2014,"0,952",Cuestionario Foster's Home Delivery (0114)
1958857,2019,0010_007,07/02/2014,"0,976",Cuestionario Foster's Home Delivery (0114)
1958858,33571,0010_007,16/02/2014,"0,867",Cuestionario Foster's Home Delivery (0114)
1958860,32459,0010_007,07/02/2014,"0,952",Cuestionario Foster's Home Delivery (0114)
1958863,29844,0010_007,07/02/2014,"0,952",Cuestionario Foster's Home Delivery (0114)
1958864,96,0010_007,08/02/2014,"0,898",Cuestionario Foster's Home Delivery (0114)
1958865,30779,0010_007,14/02/2014,"0,831",Cuestionario Foster's Home Delivery (0114)
1958868,33974,0010_007,07/02/2014,"0,887",Cuestionario Foster's Home Delivery (0114)
1958870,29109,0010_007,14/02/2014,"0,602",Cuestionario Foster's Home Delivery (0114)
1958875,30581,0010_007,07/02/2014,"0,893",Cuestionario Foster's Home Delivery (0114)
1958876,34191,0010_007,09/02/2014,"0,935",Cuestionario Foster's Home Delivery (0114)
1958877,33887,0010_003,07/02/2014,"0,9528",Check iL Tempietto (0114)
1958878,2581,0010_003,12/02/2014,"0,8976",Check iL Tempietto (0114)
1958879,34184,0010_003,13/02/2014,1,Check iL Tempietto (0114)
1958880,31936,0010_003,07/02/2014,"0,9167",Check iL Tempietto (0114)
1958881,2645,0010_003,17/02/2014,"0,8718",Check iL Tempietto (0114)
1958882,2019,0010_003,12/02/2014,"0,95",Check iL Tempietto (0114)
1958883,31098,0010_003,13/02/2014,"0,9504",Check iL Tempietto (0114)
1958884,32875,0010_003,07/02/2014,"0,9048",Check iL Tempietto (0114)
1958900,2482,0010_007,07/02/2014,"0,778",Cuestionario Foster's Home Delivery (0114)
1958901,33738,0010_007,01/02/2014,"0,935",Cuestionario Foster's Home Delivery (0114)
1958902,73,0010_007,14/02/2014,"0,976",Cuestionario Foster's Home Delivery (0114)
1958903,2571,0383_001,01/02/2014,"0,6051",Check_Muebles Boom
1958904,33201,0010_007,08/02/2014,"0,935",Cuestionario Foster's Home Delivery (0114)
1958905,33611,0010_007,08/02/2014,"0,674",Cuestionario Foster's Home Delivery (0114)
1958906,34016,0010_007,22/02/2014,"0,713",Cuestionario Foster's Home Delivery (0114)
1958922,31817,0010_007,16/02/2014,1,Cuestionario Foster's Home Delivery (0114)
1958923,33412,0010_007,16/02/2014,"0,927",Cuestionario Foster's Home Delivery (0114)
1958924,1250,0010_007,15/02/2014,"0,742",Cuestionario Foster's Home Delivery (0114)
1958925,31208,0010_007,08/02/2014,"0,845",Cuestionario Foster's Home Delivery (0114)
1958927,30445,0010_007,01/02/2014,"0,96",Cuestionario Foster's Home Delivery (0114)
1958928,33742,0010_007,07/02/2014,"0,984",Cuestionario Foster's Home Delivery (0114)
1958929,31847,0010_007,01/02/2014,"0,984",Cuestionario Foster's Home Delivery (0114)
1958932,29432,0111_001,06/02/2014,"0,867",Cuest  Druni 2013
1958934,R02741,0243_001,31/01/2014,"0,8557",TeleCable Mystery Enero 2014
1958938,31136,0346_002,12/02/2014,"0,7952",Peugeot Partner Teppe (Outdoor)
1958939,33268,0346_002,14/02/2014,"0,6517",Peugeot Partner Teppe (Outdoor)
1958940,34088,0346_002,13/02/2014,"0,7424",Peugeot Partner Teppe (Outdoor)
1958941,33379,0346_002,11/02/2014,"0,7413",Peugeot Partner Teppe (Outdoor)
1959002,34197,0346_002,12/02/2014,"0,704",Peugeot Partner Teppe (Outdoor)
1959003,34194,0346_002,14/02/2014,"0,9091",Peugeot Partner Teppe (Outdoor)
1959004,hsbrands,0143_009,07/02/2014,1,Pans and Company Mystery Italia 2013
1959005,hsbrands,0143_009,05/02/2014,"0,8496",Pans and Company Mystery Italia 2013
1959006,hsbrands,0143_009,05/02/2014,"0,5312",Pans and Company Mystery Italia 2013
1959007,hsbrands,0143_009,04/02/2014,"0,2813",Pans and Company Mystery Italia 2013
1959008,hsbrands,0143_009,05/02/2014,"0,5689",Pans and Company Mystery Italia 2013
1959009,hsbrands,0143_009,03/02/2014,"0,8381",Pans and Company Mystery Italia 2013
1959010,hsbrands,0143_009,04/02/2014,"0,7644",Pans and Company Mystery Italia 2013
1959011,hsbrands,0143_009,05/02/2014,"0,7157",Pans and Company Mystery Italia 2013
1959012,portugal,0143_012,11/02/2014,"0,9592",Pans and Company Mystery Portugal 2013
1959013,portugal,0143_012,06/02/2014,"0,8688",Pans and Company Mystery Portugal 2013
1959014,portugal,0143_012,19/02/2014,"0,9592",Pans and Company Mystery Portugal 2013
1959015,portugal,0143_012,08/02/2014,"0,9055",Pans and Company Mystery Portugal 2013
1959016,portugal,0143_012,11/02/2014,"0,93",Pans and Company Mystery Portugal 2013
1959017,portugal,0143_012,11/02/2014,"0,9592",Pans and Company Mystery Portugal 2013
1959018,portugal,0143_012,18/02/2014,1,Pans and Company Mystery Portugal 2013
1959061,R00031,0383_001,03/02/2014,"0,7217",Check_Muebles Boom
1959069,R01127,0383_001,03/02/2014,"0,8708",Check_Muebles Boom
1959070,1120,0201_001,02/02/2014,"0,01",Areas Compra Programada_Abril_2012
1959072,1120,0201_001,02/02/2014,"0,005",Areas Compra Programada_Abril_2012
1959073,1120,0201_001,02/02/2014,"0,01",Areas Compra Programada_Abril_2012
1959075,1120,0201_001,02/02/2014,"0,01",Areas Compra Programada_Abril_2012
1959082,r02401,0524_004,03/02/2014,"0,5658",Cuestionario Seat Ibiza ITECH 1� Trim 2014
1959084,r02401,0524_004,03/02/2014,"0,7089",Cuestionario Seat Ibiza ITECH 1� Trim 2014
1959085,r02401,0524_004,03/02/2014,"0,5608",Cuestionario Seat Ibiza ITECH 1� Trim 2014
1959087,r02401,0524_004,03/02/2014,"0,6718",Cuestionario Comp. Seat Ibiza ITECH 1� Trim 2014
1959105,33594,0143_005,12/02/2014,"0,8111",Pans Mystery
1959106,33873,0143_005,17/02/2014,"0,9562",Pans Mystery
1959107,33196,0143_005,10/02/2014,"0,785",Pans Mystery
1959116,31678,0143_005,14/02/2014,1,Pans Mystery
1959117,157,0143_005,12/02/2014,"0,9647",Pans Mystery
1959118,31085,0143_005,05/02/2014,"0,9177",Pans Mystery
1959119,33133,0143_005,22/02/2014,1,Pans Mystery
1959120,34049,0143_005,20/02/2014,1,Pans Mystery
1959121,32411,0143_005,20/02/2014,1,Pans Mystery
1959122,30587,0143_005,22/02/2014,"0,84",Pans Mystery
1959123,32136,0143_005,15/02/2014,1,Pans Mystery
1959124,33843,0143_005,07/02/2014,"0,9191",Pans Mystery
1959125,30550,0143_005,20/02/2014,1,Pans Mystery
1959126,29720,0143_005,05/02/2014,1,Pans Mystery
1959127,30986,0143_005,03/02/2014,"0,9853",Pans Mystery
1959128,31144,0143_005,19/02/2014,"0,908",Pans Mystery
1959129,31011,0143_005,15/02/2014,"0,9411",Pans Mystery
1959130,30369,0143_005,21/02/2014,"0,9592",Pans Mystery
1959131,33280,0143_005,22/02/2014,"0,8326",Pans Mystery
1959132,31058,0143_005,14/02/2014,"0,9895",Pans Mystery
1959133,33533,0143_005,12/02/2014,"0,9122",Pans Mystery
1959134,32716,0143_005,11/02/2014,"0,7544",Pans Mystery
1959135,34010,0143_005,05/02/2014,"0,7153",Pans Mystery
1959136,32205,0143_005,13/02/2014,"0,8858",Pans Mystery
1959137,31437,0143_005,21/02/2014,"0,9702",Pans Mystery
1959138,33943,0143_005,08/02/2014,"0,9372",Pans Mystery
1959140,33675,0143_005,06/02/2014,"0,9097",Pans Mystery
1959141,33996,0143_005,05/02/2014,"0,9738",Pans Mystery
1959148,32215,0143_005,21/02/2014,"0,8384",Pans Mystery
1959151,R02031,0524_004,12/02/2014,"0,699",Cuestionario Seat Ibiza ITECH 1� Trim 2014
1959158,30550,0143_005,26/02/2014,"0,9725",Pans Mystery
1959164,29902,0143_005,18/02/2014,1,Pans Mystery
1959166,33427,0143_005,04/02/2014,1,Pans Mystery
1959168,31924,0143_005,05/02/2014,1,Pans Mystery
1959169,34171,0143_005,09/02/2014,"0,9348",Pans Mystery
1959171,33361,0143_005,20/02/2014,"0,8994",Pans Mystery
1959174,29381,0383_001,10/02/2014,"0,978",Check_Muebles Boom
1959175,29880,0383_001,15/02/2014,"0,978",Check_Muebles Boom
1959176,29381,0383_001,10/02/2014,1,Check_Muebles Boom
1959197,32384,0143_005,06/02/2014,1,Pans Mystery
1959198,33331,0143_005,19/02/2014,1,Pans Mystery
1959199,33570,0143_005,17/02/2014,"0,9592",Pans Mystery
1959200,29381,0143_005,20/02/2014,"0,9693",Pans Mystery
1959201,2522,0143_005,10/02/2014,"0,9185",Pans Mystery
1959209,29590,0143_005,10/02/2014,"0,8818",Pans Mystery
1959222,R00096,0201_001,03/02/2014,"0,01",Areas Compra Programada_Abril_2012
1959223,R00096,0201_001,03/02/2014,"0,01",Areas Compra Programada_Abril_2012
1959226,R02042,0457_003,03/02/2014,"0,855",MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1959232,33808,0524_004,28/02/2014,"0,5002",Cuestionario Seat Leon ST 1� Trim 2014
1959233,30369,0524_004,27/02/2014,"0,3921",Cuestionario Comp. Seat Le�n ST 1� Trim 2014
1959238,32287,0143_005,12/02/2014,"0,9245",Pans Mystery
1959239,31336,0143_005,08/02/2014,"0,9185",Pans Mystery
1959240,2482,0143_005,14/02/2014,"0,9006",Pans Mystery
1959241,34122,0143_005,18/02/2014,1,Pans Mystery
1959242,33109,0143_005,19/02/2014,"0,9562",Pans Mystery
1959243,34016,0143_005,19/02/2014,"0,9728",Pans Mystery
1959245,31847,0143_005,08/02/2014,"0,6679",Pans Mystery
1959246,33469,0143_005,19/02/2014,"0,9862",Pans Mystery
1959247,33609,0143_005,08/02/2014,"0,9057",Pans Mystery
1959249,R02743,0243_001,03/02/2014,"0,9125",TeleCable Mystery Enero 2014
1959250,r02746,0243_001,03/02/2014,"0,9432",TeleCable Mystery Enero 2014
1959251,R02743,0243_001,03/02/2014,"0,3",TeleCable Mystery Enero 2014
1959252,R02743,0243_001,03/02/2014,"0,27",TeleCable Mystery Enero 2014
1959253,r02746,0243_001,03/02/2014,"0,9044",TeleCable Mystery Enero 2014
1959255,R02743,0243_001,03/02/2014,"0,965",TeleCable Mystery Enero 2014
1959256,r02746,0243_001,03/02/2014,"0,9082",TeleCable Mystery Enero 2014
1959264,R00050,0200_001,04/02/2014,"0,94",DIA SAN ANTONIO CALIDAD
1959265,R00050,0200_001,04/02/2014,1,DIA SAN ANTONIO CALIDAD
1959266,R00050,0200_001,04/02/2014,"0,95",DIA SAN ANTONIO CALIDAD
1959271,R29994,0524_004,10/02/2014,"0,629",Cuestionario Seat Ibiza ITECH 1� Trim 2014
1959295,R29530,0200_001,04/02/2014,"0,8457",DIA SAN ANTONIO CALIDAD
1959300,R29502,0225_001,05/02/2014,"0,4233",Perfumeries Gotta Mystery_2011_catala
1959301,R29502,0225_001,05/02/2014,"0,6433",Perfumeries Gotta Mystery_2011_catala
1959302,R29502,0198_001,05/02/2014,"0,9",DIA LA SELVA C.P.
1959303,r02741,0243_001,03/02/2014,"0,3",TeleCable Mystery Enero 2014
1959304,32843,0010_007,08/02/2014,"0,782",Cuestionario Foster's Home Delivery (0114)
1959305,c_heras,MAKRO,22/04/2014,"0,9481",MAKRO - AUDITOR�A APPCC
1959306,c_heras,MAKRO,22/04/2014,"0,9481",MAKRO - DESVIACIONES
1959308,M_CASTANO,MAKRO,18/03/2014,"0,9081",MAKRO - AUDITOR�A APPCC
1959309,M_CASTANO,MAKRO,18/03/2014,"0,9081",MAKRO - DESVIACIONES
1959311,c_heras,MAKRO,27/03/2014,"0,9027",MAKRO - AUDITOR�A APPCC
1959312,c_heras,MAKRO,27/03/2014,"0,9027",MAKRO - DESVIACIONES
1959314,M_DELGADO,MAKRO,14/04/2014,"0,8969",MAKRO - AUDITOR�A APPCC
1959315,M_DELGADO,MAKRO,14/04/2014,"0,8969",MAKRO - DESVIACIONES
1959317,M_DELGADO,MAKRO,08/04/2014,"0,8959",MAKRO - AUDITOR�A APPCC
1959318,M_DELGADO,MAKRO,08/04/2014,"0,8966",MAKRO - DESVIACIONES
1959321,C_MARRERO,MAKRO,19/02/2014,"0,9685",MAKRO - AUDITOR�A APPCC
